"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-20","8.95","0.00","0.0","0.0","62","66","57","  220","  220","18.1","23.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-21","5.82","0.00","0.0","0.0","60","70","55","  220","  230","13.0","18.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-22","10.96","0.00","0.0","0.0","62","69","55","  210","  210","21.0","29.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-23","7.38","0.00","0.0","0.0","60","71","52","   20","  280","13.0","19.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-24","7.38","0.00","0.0","0.0","64","79","52","   20","  300","13.0","18.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-25","6.93","0.00","0.0","0.0","65","75","54","  210","  220","14.1","19.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-26","9.84","0.01","0.0","0.0","63","71","58","  210","  210","17.0","23.9","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-27","8.28","0.02","0.0","0.0","61","69","57","   20","   30","16.1","21.9","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-28","8.28","0.00","0.0","0.0","62","78","51","   40","  360","14.1","19.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-29","6.49","0.00","0.0","0.0","66","79","55","  290","  290","13.0","17.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-30","7.16","0.00","0.0","0.0","61","64","50","   20","   30","14.1","21.9",,,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-08-31","8.28","0.00","0.0","0.0","58","67","52","   10","  200","16.1","21.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-01","7.16","0.00","0.0","0.0","59","72","48","  350","  360","15.0","23.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-02","4.70","0.00","0.0","0.0","63","78","50","  350","  360","13.0","18.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-03","4.70","0.00","0.0","0.0","66","79","53","   10","  290","10.1","14.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-04","6.93","0.00","0.0","0.0","66","79","52","  220","  200","15.0","19.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-05","5.59","0.00","0.0","0.0","69","79","62","  230","  230","13.0","19.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-06","7.38","0.00","0.0","0.0","65","75","60","   10","   20","15.0","18.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-07","6.71","0.00","0.0","0.0","66","81","55","  350","   10","13.0","19.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-08","7.38","0.00","0.0","0.0","69","80","60","   80","   90","21.9","28.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-09","5.82","0.00","0.0","0.0","69","80","58","  220","  230","15.0","19.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-10","6.71","0.00","0.0","0.0","64","66","58","  230","  230","13.0","19.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-11","6.71","0.00","0.0","0.0","62","72","56","  200","  200","14.1","19.0","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-12","6.71","0.02","0.0","0.0","62","67","56","   40","   30","16.1","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-13","6.71","0.00","0.0","0.0","61","69","53","   40","   40","14.1","18.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-14","6.71","0.00","0.0","0.0","60","69","50","  240","  240","14.1","19.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-15","6.71","0.13","0.0","0.0","60","65","53","   20","   20","15.0","19.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-16","4.92","0.00","0.0","0.0","57","66","47","  280","  290","14.1","19.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-17","8.95","0.58","0.0","0.0","57","69","53","  250","  250","23.0","36.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-18","9.84","0.81","0.0","0.0","59","64","52","  160","  160","23.0","30.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-19","10.74","0.00","0.0","0.0","55","64","51","  200","  200","21.0","29.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-20","6.26","0.00","0.0","0.0","59","68","54","   30","  290","12.1","16.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-21","4.92","0.00","0.0","0.0","61","75","49","  310","  320","12.1","17.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-22","5.14","0.01","0.0","0.0","61","66","54","  250","  250","13.0","16.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-23","6.26","0.00","0.0","0.0","60","69","54","   10","  290","14.1","18.1","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-24","7.38","0.00","0.0","0.0","61","76","52","   10","  350","14.1","17.0","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-25","6.49","0.00","0.0","0.0","63","77","53","  180","  200","14.1","19.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-26","8.72","0.48","0.0","0.0","60","62","53","  140","  140","18.1","25.1","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-27","10.74","0.34","0.0","0.0","57","60","51","  240","  240","21.9","34.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-28","13.42","0.05","0.0","0.0","55","62","51","  210","  200","23.9","38.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-29","6.26","0.08","0.0","0.0","54","59","51","  130","  140","13.0","16.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-09-30","8.28","0.52","0.0","0.0","57","62","54","  230","  260","16.1","23.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-01","6.71","0.00","0.0","0.0","56","64","49","  340","   10","14.1","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-02","5.82","0.00","0.0","0.0","53","66","46","  170","  180","13.0","18.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-03","6.71","0.02","0.0","0.0","56","57","50","   20","  160","14.1","18.1","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-04","4.92","0.00","0.0","0.0","54","62","50","   20","   20","10.1","15.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-05","8.95","0.33","0.0","0.0","54","55","48","  200","  200","18.1","25.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-06","6.93","0.03","0.0","0.0","51","58","47","  190","  150","15.0","19.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-07","4.92","0.00","0.0","0.0","50","58","42","  360","  320","10.1","15.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-08","3.13","0.00","0.0","0.0","47","58","41","  140","  140","12.1","17.0","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-09","9.17","0.05","0.0","0.0","50","56","43","  200","  190","19.9","29.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-10","7.61","0.46","0.0","0.0","52","56","41","  210","  200","18.1","25.9","    1",,"    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-11","4.47","0.06","0.0","0.0","46","54","40","   50","   50","13.0","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-12","6.71","0.09","0.0","0.0","44","50","36","  230","  240","14.1","21.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-13","5.82","0.02","0.0","0.0","46","52","43","  210","  200","12.1","16.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-14","9.62","0.09","0.0","0.0","50","60","46","  210","  210","17.0","25.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-15","9.17","0.02","0.0","0.0","54","61","51","  230","  220","18.1","23.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-16","8.95","0.00","0.0","0.0","59","67","53","  220","  200","16.1","25.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-17","7.16","0.01","0.0","0.0","56","56","49","  150","  150","15.0","18.1","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-18","4.47","0.00","0.0","0.0","51","54","48","  360","   30","12.1","14.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-19","4.03","0.00","0.0","0.0","51","61","45","   20","   90","12.1","16.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-20","10.07","0.29","0.0","0.0","55","61","51","  180","  170","23.0","34.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-21","12.30","0.54","0.0","0.0","58","69","51","  240","  240","25.1","35.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-22","6.93","0.06","0.0","0.0","55","56","47","  210","  200","17.0","23.9","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-23","6.26","0.15","0.0","0.0","51","54","48","   90","   70","16.1","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-24","14.76","0.32","0.0","0.0","53","59","49","  210","  210","33.1","50.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-25","18.34","0.16","0.0","0.0","55","57","49","  180","  180","31.1","50.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-26","13.65","0.38","0.0","0.0","51","56","48","  230","  240","25.1","40.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-27","11.41","0.12","0.0","0.0","50","54","46","  210","  210","23.9","35.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-28","10.29","1.99","0.0","0.0","53","60","47","  200","  200","19.9","29.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-29","7.38","0.57","0.0","0.0","50","51","40","   40","   20","15.0","19.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-30","16.78","0.00","0.0","0.0","44","53","38","   20","   20","25.1","32.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-10-31","8.05","0.00","0.0","0.0","48","59","37","  110","   90","15.0","19.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-01","6.49","0.14","0.0","0.0","51","57","42","  110","  120","18.1","25.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-02","5.14","0.22","0.0","0.0","48","52","44","  120","  120","18.1","23.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-03","7.38","0.52","0.0","0.0","52","61","48","  110","  120","16.1","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-04","12.30","0.53","0.0","0.0","54","57","47","  210","  200","28.0","42.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-05","10.29","0.10","0.0","0.0","49","52","44","  210","  220","21.9","28.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-06","11.86","0.41","0.0","0.0","45","48","41","  200","  200","30.0","42.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-07","12.30","0.50","0.0","0.0","43","47","40","  170","  170","23.9","35.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-08","11.18","0.00","0.0","0.0","44","58","38","  120","  110","25.9","45.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-09","16.33","0.63","0.0","0.0","49","53","43","  230","  220","31.1","46.1","    1",,"    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-10","6.93","0.06","0.0","0.0","45","53","40","  200","  200","16.1","21.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-11","7.61","1.26","0.0","0.0","49","56","45","  120","  120","19.9","25.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-12","10.51","0.68","0.0","0.0","55","58","48","  210","  210","18.1","25.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-13","5.14","0.94","0.0","0.0","49","54","43","  140","  150","19.9","27.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-14","18.79","0.90","0.0","0.0","54","63","54","  190","  220","28.0","42.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-15","21.03","0.20","0.0","0.0","58","62","41","  200","  190","44.1","57.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-16","7.61","0.00","0.0","0.0","43","49","37","  220","  220","16.1","21.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-17","7.61","0.00","0.0","0.0","40","51","31","   70","   70","15.0","19.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-18","7.61","0.41","0.0","0.0","46","49","41","  360","  120","16.1","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-19","9.17","0.28","0.0","0.0","42","47","41","   10","   20","19.9","28.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-20","3.58","0.02","0.0","0.0","44","48","39","  150","  140","8.9","15.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-21","2.68","0.00","0.0","0.0","41","46","34","  290","  140","8.1","13.0","    1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-22","7.61","0.10","0.0","0.0","40","45","34","  200","  180","16.1","25.9","    1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-23","8.28","0.50","0.0","0.0","44","50","40","  220","  200","18.1","25.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-24","5.37","0.02","0.0","0.0","42","47","35","  150","  130","10.1","15.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-25","6.71","0.69","0.0","0.0","44","47","42","  140","  140","16.1","23.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-26","9.17","0.03","0.0","0.0","48","53","45","  210","  200","21.9","28.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-27","7.61","0.91","0.0","0.0","49","58","48","  200","  190","23.9","34.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-28","14.09","0.09","0.0","0.0","57","59","53","  210","  210","25.1","40.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-29","8.28","0.00","0.0","0.0","53","58","52","  210","  220","17.0","21.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-11-30","12.97","0.12","0.0","0.0","53","54","51","  200","  200","21.9","30.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-01","15.66","0.00","0.0","0.0","54","56","53","  210","  210","23.9","32.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-02","8.50","0.11","0.0","0.0","50","53","40","   30","   40","17.0","23.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-03","8.72","0.00","0.0","0.0","40","43","35","   10","   20","15.0","19.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-04","6.04","0.47","0.0","0.0","39","42","37","   20","  360","14.1","19.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-05","4.25","0.00","0.0","0.0","38","42","33","   20","   20","15.0","18.1","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-06","4.92","0.10","0.0","0.0","38","45","37","  210","  220","13.0","17.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-07","5.59","0.07","0.0","0.0","44","49","43","  190","  200","16.1","23.0","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-08","12.53","0.03","0.0","0.0","46","49","38","  210","  210","25.9","38.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-09","10.51","0.00","0.0","0.0","40","43","36","  200","  220","21.0","30.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-10","12.75","0.15","0.0","0.0","40","46","39","  180","  170","23.0","35.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-11","17.90","0.48","0.0","0.0","44","48","38","  200","  190","30.0","44.1","    1",,,"    1",,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-12","11.41","0.17","0.0","0.0","39","41","36","  210","  210","25.1","33.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-13","7.61","0.13","0.0","0.0","39","42","36","  200","  210","19.9","29.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-14","10.51","0.14","0.0","0.0","38","40","33","  210","  230","19.9","25.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-15","9.40","0.08","0.0","0.0","39","42","36","  120","  100","17.0","25.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-16","4.92","0.05","0.0","0.0","39","44","36","  240","  250","13.0","16.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-17","7.61","0.18","0.0","0.0","39","44","35","  120","   70","14.1","27.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-18","12.97",,"0.0","0.0","42","50","36","  200","  230","25.1","36.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-19","8.50","0.00","0.0","0.0","40","45","36","   10","   10","16.1","21.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-20","9.40","0.26","0.0","0.0","37","37","33","   20","   20","17.0","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-21","6.93","0.19","0.0","0.0","35","41","34","   20","  150","14.1","17.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-22","11.86","0.43","0.0","0.0","43","50","41","  180","  180","21.9","29.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-23","16.55","0.16","0.0","0.0","43","46","38","  220","  220","25.9","38.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-24","12.75","0.33","0.0","0.0","38","43","36","  200","  200","29.1","40.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-25","12.75","0.13","0.0","0.0","37","37","31","  210","  210","25.1","38.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-26","14.09","0.26","3.4","0.0","29","31","20","  360","  360","25.9","32.0","    1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-27","9.62","0.03","0.5","3.1","20","27","17","   20","   20","23.9","31.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-28","8.50",,"1.0","2.0","25","28","24","   10","   10","16.1","19.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-29","8.50","0.13","0.9","2.0","26","29","22","   10","   20","17.0","23.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-30","9.62",,"3.4","3.1","30","34","28","  360","   10","21.9","30.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2021-12-31","6.71","0.00","0.0","3.9","29","31","22","   10","   20","19.9","23.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-01","8.05","0.00","0.0","3.1","25","34","22","  150","  140","12.1","16.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-02","8.50","0.79","0.0","3.1","34","43","30","  140","  140","19.9","25.1","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-03","11.41","0.49","0.0","0.0","38","41","33","  190","  190","25.9","38.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-04","9.62","0.22","0.0","0.0","36","42","35","  200","  180","21.9","34.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-05","4.92","0.33","0.0","0.0","38","39","34","   50","   30","10.1","17.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-06","14.32","2.00","0.0","0.0","41","50","36","  180","  180","23.9","40.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-07","14.76","0.38","0.0","0.0","47","48","38","  220","  220","30.0","45.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-08","8.95","0.00","0.0","0.0","39","45","37","  210","  210","17.0","23.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-09","5.37","0.00","0.0","0.0","40","50","32","  110","  100","15.0","19.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-10","5.82","0.27","0.0","0.0","42","48","33","  140","  120","15.0","19.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-11","8.50","1.70","0.0","0.0","48","53","45","  150","  150","15.0","19.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-12","5.82","0.14","0.0","0.0","52","56","43","  110","  120","13.0","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-13","5.14","0.24","0.0","0.0","49","54","41","  220","  210","15.0","19.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-14","2.91","0.00","0.0","0.0","45","50","39","  130","  120","10.1","14.1","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-15","3.13","0.00","0.0","0.0","42","43","38","   20","   20","10.1","14.1","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-16","3.36","0.00","0.0","0.0","40","42","38","   30","   20","8.9","11.0","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-17","6.26","0.02","0.0","0.0","40","48","39","  180","  190","14.1","19.0","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-18","7.61","0.03","0.0","0.0","46","47","45","  200","  200","17.0","21.9","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-19","4.03","0.01","0.0","0.0","45","50","42","  150","  150","10.1","13.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-20","13.20","0.16","0.0","0.0","49","52","40","  220","  200","23.0","35.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-21","3.58","0.00","0.0","0.0","43","48","37","   20","   20","12.1","14.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-22","6.49","0.00","0.0","0.0","40","44","34","   20","   10","15.0","19.0","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-23","4.03","0.00","0.0","0.0","37","38","35","   10","   20","8.9","13.0","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-24","4.03","0.00","0.0","0.0","36","39","34","   40","   20","12.1","16.1","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-25","3.36","0.00","0.0","0.0","36","44","33","   20","   30","10.1","13.0","    1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-26","7.16","0.00","0.0","0.0","35","39","32","   20","   70","14.1","18.1","    1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-27","2.01","0.00","0.0","0.0","35","45","31","   10","   20","8.9","11.0","    1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-28","4.92","0.00","0.0","0.0","37","50","28","  120","  110","13.0","16.1","    1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-29","5.82","0.00","0.0","0.0","41","52","30","  150","  120","12.1","14.1",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-30","11.18","0.28","0.0","0.0","45","53","39","  210","  210","29.1","46.1","    1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-01-31","9.17","0.00","0.0","0.0","42","46","35","  220","  230","19.9","25.9",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-02-01","6.49","0.00","0.0","0.0","39","45","35","  210","   30","13.0","17.0",,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-02-02","7.16","0.00","0.0","0.0","37","43","33","  200","  230","15.0","19.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-02-03","8.95","0.14","0.0","0.0","43","48","41","  180","  180","15.0","21.0","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-02-04","12.08","0.03","0.0","0.0","44","48","40","  200","  190","25.9","35.1","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-02-05","5.82","0.04","0.0","0.0","44","47","38","  190","  190","14.1","19.9","    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2022-02-06","4.70","0.00","0.0","0.0","41","49","34","  140","  160","12.1","16.1","    1","    1",,,,,
